Id,Rol,Sexo,Edad,Fecha fallecimiento,Rango edad,Num víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Xy (caba),Pos x,Pos y,Participantes,Victima,Acusado,Coordenada x,Coordenada y,Barrios,Día semana
2017-0034,PEATON,MASCULINO,43,2017-03-13,Entre 41-60,1.0,2017-03-13,2017.0,3.0,13.0,07:50:00,7.0,GODOY CRUZ 2651,CALLE,GODOY CRUZ,,GODOY CRUZ 2651,Comuna 14,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,103464.34360929,105543.78205193,PALERMO,Lunes
2017-0035,CONDUCTOR,MASCULINO,28,2017-03-23, Entre 21- 40,3.0,2017-03-23,2017.0,3.0,23.0,05:00:00,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Comuna 1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,109583.11620052,102006.72069921,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Jueves
2017-0035,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2017-03-23, Entre 21- 40,3.0,2017-03-23,2017.0,3.0,23.0,05:00:00,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Comuna 1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,109583.11620052,102006.72069921,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Jueves
2017-0035,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-03-23, Entre 21- 40,3.0,2017-03-23,2017.0,3.0,23.0,05:00:00,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Comuna 1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,109583.11620052,102006.72069921,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Jueves
2017-0036,PASAJERO_ACOMPAÑANTE,FEMENINO,0,2017-03-29,Menos de 20,2.0,2017-03-29,2017.0,3.0,29.0,18:00:00,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",Comuna 12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,95300.18060161,105287.23850698,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Miercoles
2017-0036,CONDUCTOR,MASCULINO,20,2017-03-29, Entre 21- 40,2.0,2017-03-29,2017.0,3.0,29.0,18:00:00,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",Comuna 12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,95300.18060161,105287.23850698,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Miercoles
2017-0037,CONDUCTOR,MASCULINO,41,2017-03-31,Entre 41-60,1.0,2017-03-31,2017.0,3.0,31.0,03:00:00,3.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",Comuna 1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,106817.01972475,101248.18030272,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Viernes
2017-0038,CONDUCTOR,FEMENINO,40,2017-04-01,Entre 41-60,1.0,2017-04-01,2017.0,4.0,1.0,19:00:00,19.0,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,Comuna 7,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,101662.32423755,98406.44885071,FLORES - PARQUE CHACABUCO,Sabado
2017-0040,CONDUCTOR,MASCULINO,43,2017-04-03,Entre 41-60,1.0,2017-04-03,2017.0,4.0,3.0,09:40:00,9.0,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",,"GUIRALDES, INT. 2699",Comuna 13,Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,102290.82648731,109281.08885461,BELGRANO - COLEGIALES - NUÃ‘EZ,Lunes
2017-0041,CONDUCTOR,MASCULINO,17,,Menos de 20,1.0,2017-04-03,2017.0,4.0,3.0,23:15:00,23.0,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",,"FERNANDEZ MORENO, BALDOMERO 2186",Comuna 7,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,100774.70463767,99328.98632835,FLORES - PARQUE CHACABUCO,Lunes
2017-0042,CONDUCTOR,MASCULINO,0,2017-04-10,Menos de 20,,,,,,,,,,,,,,,,,,,,,,,
2017-0045,CONDUCTOR,MASCULINO,21,2017-04-14, Entre 21- 40,1.0,2017-04-14,2017.0,4.0,14.0,06:15:00,6.0,NOGOYA 5940,CALLE,NOGOYA,,NOGOYA 5940,Comuna 10,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,94388.40460408,100522.78812728,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Viernes
2017-0047,CONDUCTOR,MASCULINO,37,2017-04-23, Entre 21- 40,1.0,2017-04-23,2017.0,4.0,23.0,06:30:00,6.0,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,Comuna 8,Point (99648.31069819 95261.11808541),-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO,99648.31069819,95261.11808541,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Domingo
2017-0049,PEATON,MASCULINO,22,2017-04-27, Entre 21- 40,1.0,2017-04-27,2017.0,4.0,27.0,18:16:00,18.0,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",Comuna 8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,102273.01728657,97084.66236498,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Jueves
2017-0050,CONDUCTOR,MASCULINO,46,2017-04-28,Entre 41-60,,,,,,,,,,,,,,,,,,,,,,,
2017-0050,PASAJERO_ACOMPAÑANTE,MASCULINO,16,2017-04-28,Menos de 20,,,,,,,,,,,,,,,,,,,,,,,
2017-0051,CONDUCTOR,MASCULINO,33,2017-05-01, Entre 21- 40,,,,,,,,,,,,,,,,,,,,,,,
2017-0052,PEATON,FEMENINO,47,2017-05-05,Entre 41-60,1.0,2017-05-05,2017.0,5.0,5.0,03:40:00,3.0,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",Comuna 8,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,97173.99360188,94265.65054023,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Viernes
2017-0053,CONDUCTOR,MASCULINO,28,2017-05-05, Entre 21- 40,1.0,2017-05-05,2017.0,5.0,5.0,20:16:22,20.0,VIEYTES Y VILLARINO,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,Comuna 4,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,108050.74089604,97335.15201103,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Viernes
2017-0054,PASAJERO_ACOMPAÑANTE,FEMENINO,20,2017-05-07, Entre 21- 40,1.0,2017-05-07,2017.0,5.0,7.0,21:00:00,21.0,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",Comuna 15,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,97843.76024114,104700.29820723,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Domingo
2017-0055,CONDUCTOR,MASCULINO,32,2017-05-09, Entre 21- 40,1.0,2017-05-09,2017.0,5.0,9.0,08:30:00,8.0,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,Comuna 12,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,97032.68537217,105507.05805581,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Martes
2017-0058,PEATON,MASCULINO,80,2017-05-09,Más de 80,1.0,2017-05-09,2017.0,5.0,9.0,23:10:00,23.0,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,Comuna 1,Point (107271.27725903 103337.46347012),-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO,107271.27725903,103337.46347012,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2017-0059,PEATON,FEMENINO,39,2017-05-11, Entre 21- 40,1.0,2017-05-11,2017.0,5.0,11.0,09:24:00,9.0,BRASIL Y LIMA,CALLE,BRASIL,LIMA,BRASIL y LIMA,Comuna 1,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,107433.79647713,100255.6831921,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Jueves
2017-0060,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-05-13, Entre 21- 40,1.0,2017-05-13,2017.0,5.0,13.0,07:20:00,7.0,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 8,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,100333.14201607,95123.00813458,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sabado
2017-0061,PEATON,MASCULINO,47,2017-05-16,Entre 41-60,1.0,2017-05-15,2017.0,5.0,15.0,13:29:30,13.0,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,Comuna 2,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,106445.10866138,103387.80115442,RECOLETA,Lunes
2017-0062,CONDUCTOR,MASCULINO,35,2017-05-15, Entre 21- 40,1.0,2017-05-15,2017.0,5.0,15.0,16:00:00,16.0,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",Comuna 10,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,95477.60201436,99478.59069542,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Lunes
2017-0063,PEATON,FEMENINO,79,2017-05-17,Entre 61-80,1.0,2017-05-17,2017.0,5.0,17.0,10:13:00,10.0,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,Comuna 1,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,107531.03549571,101417.11038758,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2017-0064,PASAJERO_ACOMPAÑANTE,MASCULINO,61,2017-05-20,Entre 61-80,1.0,2017-05-20,2017.0,5.0,20.0,05:00:00,5.0,MAIPU Y PERON,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",Comuna 1,Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,107958.58079244,102597.49225224,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Sabado
2017-0065,CICLISTA,MASCULINO,21,2017-05-22, Entre 21- 40,1.0,2017-05-22,2017.0,5.0,22.0,16:00:00,16.0,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,Comuna 4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,107903.91828587,98767.43091425,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Lunes
2017-0066,PEATON,MASCULINO,10,2017-05-22,Menos de 20,1.0,2017-05-22,2017.0,5.0,22.0,18:10:00,18.0,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,Comuna 15,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,100300.69930045,102792.78597597,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Lunes
2017-0067,CONDUCTOR,MASCULINO,21,2017-05-23, Entre 21- 40,1.0,2017-05-23,2017.0,5.0,23.0,02:45:00,2.0,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",Comuna 6,Point (102703.30911569 100138.40769771),-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,102703.30911569,100138.40769771,CABALLITO,Martes
2017-0068,CONDUCTOR,MASCULINO,32,2017-05-27, Entre 21- 40,1.0,2017-05-27,2017.0,5.0,27.0,19:50:00,19.0,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",Comuna 8,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,102520.03961549,96105.29592085,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sabado
2017-0069,CONDUCTOR,MASCULINO,39,2017-05-29, Entre 21- 40,1.0,2017-05-24,2017.0,5.0,24.0,14:15:00,14.0,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",Comuna 9,Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,MOTO-SD,MOTO,SD,94644.00300729,96592.22735507,LINIERS - MATADEROS - PARQUE AVELLANEDA,Miercoles
2017-0070,PEATON,MASCULINO,80,2017-05-31,Más de 80,1.0,2017-05-30,2017.0,5.0,30.0,13:20:00,13.0,NUEVA YORK  3696,CALLE,NUEVA YORK,,NUEVA YORK 3696,Comuna 11,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,95907.08722675,103463.22327776,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Martes
2017-0072,CONDUCTOR,MASCULINO,25,2017-06-03, Entre 21- 40,1.0,2017-06-03,2017.0,6.0,3.0,23:20:00,23.0,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,Comuna 12,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,97389.59663507,105213.53381695,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Sabado
2017-0073,CONDUCTOR,MASCULINO,19,2017-06-04,Menos de 20,1.0,2017-06-04,2017.0,6.0,4.0,09:00:00,9.0,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,Comuna 3,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,105089.38820014,102773.44772064,BALVANERA - SAN CRISTOBAL,Domingo
2017-0074,SD,MASCULINO,70,2017-06-04,Entre 61-80,1.0,2017-06-04,2017.0,6.0,4.0,12:50:00,12.0,CASCO 133,CALLE,CASCO,,CASCO 133,Comuna 9,Point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,SD-SD,SD,SD,94281.31244858,99043.29027489,LINIERS - MATADEROS - PARQUE AVELLANEDA,Domingo
2017-0075,PEATON,MASCULINO,55,2017-06-12,Entre 41-60,1.0,2017-06-12,2017.0,6.0,12.0,22:38:00,22.0,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,Comuna 1,Point (107498.83241886 102238.54924157),-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO,107498.83241886,102238.54924157,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Lunes
2017-0076,PEATON,FEMENINO,30,2017-06-13, Entre 21- 40,1.0,2017-06-13,2017.0,6.0,13.0,14:50:00,14.0,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Comuna 2,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS,107160.34141948,105678.38284277,RECOLETA,Martes
2017-0077,CONDUCTOR,FEMENINO,60,2017-06-18,Entre 61-80,1.0,2017-06-17,2017.0,6.0,17.0,23:45:00,23.0,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,Comuna 14,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,103115.59520137,104964.08461543,PALERMO,Sabado
2017-0079,CONDUCTOR,MASCULINO,33,2017-06-19, Entre 21- 40,1.0,2017-06-19,2017.0,6.0,19.0,16:26:00,16.0,MEXICO Y DEAN FUNES,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,Comuna 3,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,105202.26736061,101269.73269565,BALVANERA - SAN CRISTOBAL,Lunes
2017-0080,PEATON,FEMENINO,95,2017-06-22,Más de 80,1.0,2017-06-22,2017.0,6.0,22.0,10:15:00,10.0,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",Comuna 9,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,97070.50716478,98268.08001276,LINIERS - MATADEROS - PARQUE AVELLANEDA,Jueves
2017-0082,PEATON,MASCULINO,36,2017-06-25, Entre 21- 40,1.0,2017-06-25,2017.0,6.0,25.0,22:40:00,22.0,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,Comuna 4,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,106636.30041967,99991.34072603,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Domingo
2017-0083,CONDUCTOR,MASCULINO,37,2017-07-04, Entre 21- 40,1.0,2017-07-04,2017.0,7.0,4.0,00:25:00,0.0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Comuna 9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,96998.81124177,98183.20743664,LINIERS - MATADEROS - PARQUE AVELLANEDA,Martes
2017-0084,PEATON,FEMENINO,73,2017-07-05,Entre 61-80,1.0,2017-07-05,2017.0,7.0,5.0,12:49:00,12.0,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,Comuna 2,Point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,107180.90591568,104682.5494516,RECOLETA,Miercoles
2017-0085,PEATON,MASCULINO,84,2017-07-07,Más de 80,1.0,2017-07-07,2017.0,7.0,7.0,14:15:00,14.0,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",Comuna 4,Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,108315.72323297,99748.4578396,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Viernes
2017-0086,PEATON,FEMENINO,30,2017-07-09, Entre 21- 40,1.0,2017-07-09,2017.0,7.0,9.0,07:30:00,7.0,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,Comuna 9,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,94914.28538682,98912.56901137,LINIERS - MATADEROS - PARQUE AVELLANEDA,Domingo
2017-0087,PEATON,FEMENINO,73,2017-07-10,Entre 61-80,1.0,2017-07-10,2017.0,7.0,10.0,10:45:00,10.0,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,Comuna 3,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,104800.65774098,101563.94663965,BALVANERA - SAN CRISTOBAL,Lunes
2017-0088,PEATON,MASCULINO,43,2017-07-10,Entre 41-60,1.0,2017-07-10,2017.0,7.0,10.0,22:30:00,22.0,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,Comuna 1,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,108741.4823867,100448.08502809,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Lunes
2017-0089,SD,MASCULINO,23,, Entre 21- 40,1.0,2017-07-13,2017.0,7.0,13.0,12:05:00,12.0,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",Comuna 9,Point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,SD-AUTO,SD,AUTO,95246.7868401,97935.32361317,LINIERS - MATADEROS - PARQUE AVELLANEDA,Jueves
2017-0090,PEATON,MASCULINO,22,2017-07-15, Entre 21- 40,1.0,2017-07-15,2017.0,7.0,15.0,05:15:00,5.0,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",Comuna 11,Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,94866.55993974,104164.40879727,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sabado
2017-0091,CONDUCTOR,MASCULINO,58,2017-07-15,Entre 41-60,1.0,2017-07-15,2017.0,7.0,15.0,13:00:00,13.0,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",Comuna 12,Point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,MOTO-SD,MOTO,SD,97850.5741709,109546.39428377,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Sabado
2017-0092,PEATON,MASCULINO,66,2017-07-24,Entre 61-80,1.0,2017-07-24,2017.0,7.0,24.0,22:16:01,22.0,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Comuna 1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,107392.50226602,100712.59265582,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Lunes
2017-0093,PEATON,MASCULINO,0,2017-07-25,Menos de 20,1.0,2017-07-25,2017.0,7.0,25.0,16:48:40,16.0,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",Comuna 13,Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,102474.90818824,108830.74789029,BELGRANO - COLEGIALES - NUÃ‘EZ,Martes
